"plant_ID","strain_ID","line","exp","chloro1","height1","leaf1","chloro2","height2","leaf2","nod","nod.weight","shoot","root","rack","pos","type","add","strains","region","pop","plant_origin","lat","long","line_exp","soil","compat"
"534","749A","DZA","1",47.9,3.5,5,47.1,NA,NA,46,2.1,0.52,0.52,"E11","10","treated","MAG","MAG749A","FRANCE","20","F83026",43.53285,6.567616667,"DZA_1","20",1
"222","749B","DZA","1",49.8,4.3,6,52.4,NA,NA,49,3.2,0.63,0.42,"D12","7","treated","MAG","MAG749B","FRANCE","20","F83026",43.53285,6.567616667,"DZA_1","20",1
"538","749B","DZA","1",47.7,5,4,48.3,NA,NA,55,2.9,0.42,0.39,"C5","10","treated","MAG","MAG749B","FRANCE","20","F83026",43.53285,6.567616667,"DZA_1","20",1
"579","749B","DZA","1",50.5,4.7,6,46.7,NA,NA,56,2.2,0.51,0.69,"B8","1","treated","MAG","MAG749B","FRANCE","20","F83026",43.53285,6.567616667,"DZA_1","20",1
"454","749C","DZA","1",49.6,3.5,4,51.5,NA,NA,62,4,0.31,0.68,"D6","7","treated","MAG","MAG749C","FRANCE","20","F83026",43.53285,6.567616667,"DZA_1","20",1
"606","749C","DZA","1",50,4.6,4,45.3,NA,NA,98,1.3,0.41,0.45,"C3","7","treated","MAG","MAG749C","FRANCE","20","F83026",43.53285,6.567616667,"DZA_1","20",1
"671","749C","DZA","1",50.9,3.5,4,40.7,NA,NA,57,1.9,0.27,0.24,"B8","7","treated","MAG","MAG749C","FRANCE","20","F83026",43.53285,6.567616667,"DZA_1","20",1
"187","753A","DZA","1",38.2,1.2,3,41.9,NA,NA,20,1.7,0.07,0.02,"C1","10","treated","MAG","MAG753A","FRANCE","20","F20043",43.53283333,6.567466667,"DZA_1","20",1
"350","753A","DZA","1",44.9,2.1,5,47.9,NA,NA,55,3.6,0.39,0.36,"D6","9","treated","MAG","MAG753A","FRANCE","20","F20043",43.53283333,6.567466667,"DZA_1","20",1
"552","753A","DZA","1",37.6,4.2,4,42,NA,NA,39,2,0.22,0.16,"A4","2","treated","MAG","MAG753A","FRANCE","20","F20043",43.53283333,6.567466667,"DZA_1","20",1
"253","755A","DZA","1",42,2.1,2,48.3,NA,NA,26,4.1,0.32,0.16,"B3","9","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"DZA_1","11",1
"357","755A","DZA","1",48.3,4.5,5,49.4,NA,NA,39,2.8,0.3,0.14,"C1","9","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"DZA_1","11",1
"564","755A","DZA","1",53.2,5.6,6,47.9,NA,NA,51,0.7,0.94,0.92,"E12","8","treated","MAG","MAG755A","SPAIN","11","F83026",36.93678333,-4.356083333,"DZA_1","11",1
"166","755B","DZA","1",45.7,4.6,4,45.5,NA,NA,38,1.5,0.46,0.6,"D1","6","treated","MAG","MAG755B","SPAIN","11","F83026",36.93678333,-4.356083333,"DZA_1","11",1
"274","755B","DZA","1",45.8,3.9,5,47.1,NA,NA,41,1.5,0.33,0.43,"D8","7","treated","MAG","MAG755B","SPAIN","11","F83026",36.93678333,-4.356083333,"DZA_1","11",1
"595","755B","DZA","1",46.8,4.6,3,43.3,NA,NA,58,5.1,0.26,0.15,"B1","5","treated","MAG","MAG755B","SPAIN","11","F83026",36.93678333,-4.356083333,"DZA_1","11",1
"243","7A","DZA","1",49.6,3.6,5,43.1,NA,NA,37,1.7,0.62,1.09,"E5","10","treated","MAG","MAG7A","FRANCE","4","ESP174",43.12198333,3.095533333,"DZA_1","4",1
"518","7A","DZA","1",33.7,4.4,5,45.4,NA,NA,NA,2.7,0.66,1.65,"C12","1","treated","MAG","MAG7A","FRANCE","4","ESP174",43.12198333,3.095533333,"DZA_1","4",1
"639","7A","DZA","1",36.7,5,5,51.9,NA,NA,35,2.6,0.56,0.26,"A8","4","treated","MAG","MAG7A","FRANCE","4","ESP174",43.12198333,3.095533333,"DZA_1","4",1
"7","7B","DZA","1",44.8,4.1,3,41.7,NA,NA,44,2.5,0.68,1.29,"E7","6","treated","MAG","MAG7B","FRANCE","4","ESP174",43.12198333,3.095533333,"DZA_1","4",1
"252","7B","DZA","1",49.1,4.4,5,49,NA,NA,52,1.9,0.62,1.09,"B12","1","treated","MAG","MAG7B","FRANCE","4","ESP174",43.12198333,3.095533333,"DZA_1","4",1
"686","7B","DZA","1",50.7,3.7,4,48.8,NA,NA,29,3.6,0.29,0.16,"B2","3","treated","MAG","MAG7B","FRANCE","4","ESP174",43.12198333,3.095533333,"DZA_1","4",1
"173","90A","DZA","1",41.7,3.9,3,43.2,NA,NA,62,1.3,0.33,0.8,"C9","2","treated","MAG","MAG90A","FRANCE","3","F11005",43.12231667,3.075283333,"DZA_1","3",1
"412","90A","DZA","1",45.3,2.7,5,43.6,NA,NA,28,6.4,0.33,0.63,"D7","8","treated","MAG","MAG90A","FRANCE","3","F11005",43.12231667,3.075283333,"DZA_1","3",1
"653","90A","DZA","1",48.7,NA,NA,44.8,NA,NA,90,2.2,0.38,0.16,"B5","7","treated","MAG","MAG90A","FRANCE","3","F11005",43.12231667,3.075283333,"DZA_1","3",1
"42","90B","DZA","1",45.3,4.1,7,44,NA,NA,63,1.4,0.2,0.28,"C3","9","treated","MAG","MAG90B","FRANCE","3","F11005",43.12231667,3.075283333,"DZA_1","3",1
"84","90B","DZA","1",44,4,7,41.7,NA,NA,87,2,0.42,0.27,"A4","7","treated","MAG","MAG90B","FRANCE","3","F11005",43.12231667,3.075283333,"DZA_1","3",1
"677","90B","DZA","1",40.7,2.5,6,37.1,NA,NA,45,1.1,0.39,0.6,"E5","6","treated","MAG","MAG90B","FRANCE","3","F11005",43.12231667,3.075283333,"DZA_1","3",1
"982","5","A17","2",NA,2.2,3,50.7,9,8,21,0.69,0.15,0.02,"C3","2","treated","MAG","MAG5","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"1055","5","A17","2",NA,1.1,2,42.7,6.7,6,4,0.075,0.11,0.01,"C10","5","treated","MAG","MAG5","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"1076","5","A17","2",29,2.5,3,45.7,8.7,6,20,0.62,0.08,0.01,"C12","6","treated","MAG","MAG5","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"999","8","A17","2",NA,2.8,4,40,10,6,0,0,0.14,0.01,"C4","9","treated","MAG","MAG8","FRANCE","6","F66009",42.74205,2.814916667,"A17_2","6",1
"1310","8","A17","2",33.1,2,3,43.6,8.5,7,13,0.85,0.1,0.01,"E11","10","treated","MAG","MAG8","FRANCE","6","F66009",42.74205,2.814916667,"A17_2","6",1
"1359","8","A17","2",NA,2.6,3,41.9,6.8,6,7,2.5,0.06,0.02,"F4","9","treated","MAG","MAG8","FRANCE","6","F66009",42.74205,2.814916667,"A17_2","6",1
"961","9","A17","2",48.9,3,4,43.6,8.8,10,49,1.02,0.17,0.09,"C1","1","treated","MAG","MAG9","SPAIN","8","ESP174",38.41355,-1.014683333,"A17_2","8",1
"1094","9","A17","2",9.5,2.7,3,50.2,7.8,7,34,1.24,0.14,0.04,"D2","4","treated","MAG","MAG9","SPAIN","8","ESP174",38.41355,-1.014683333,"A17_2","8",1
"1453","9","A17","2",25.2,1.6,3,43,7.5,3,NA,1.62,0.07,0.01,"B13","3","treated","MAG","MAG9","SPAIN","8","ESP174",38.41355,-1.014683333,"A17_2","8",1
"753","10","A17","2",NA,2.9,4,55.4,8.3,5,34,1.44,0.15,0.04,"A4","3","treated","MAG","MAG10","SPAIN","8","ESP174",38.41355,-1.014683333,"A17_2","8",1
"807","10","A17","2",NA,1.3,2,42,6.4,3,0,0,0.02,0.01,"A9","7","treated","MAG","MAG10","SPAIN","8","ESP174",38.41355,-1.014683333,"A17_2","8",1
"1283","10","A17","2",50,6.4,4,47.6,13.8,17,52,1.34,0.39,0.15,"E9","3","treated","MAG","MAG10","SPAIN","8","ESP174",38.41355,-1.014683333,"A17_2","8",1
"1223","14","A17","2",NA,2.4,3,50.6,8.8,7,18,1.39,0.16,0.05,"E3","3","treated","MAG","MAG14","FRANCE","4","ESP174",43.12198333,3.095533333,"A17_2","4",1
"1434","14","A17","2",NA,2.8,2,44,9,6,14,1.06,NA,0.03,"F12","4","treated","MAG","MAG14","FRANCE","4","ESP174",43.12198333,3.095533333,"A17_2","4",1
"761","15","A17","2",NA,1.3,3,47,6.3,3,23,1.06,0.11,0.01,"A5","1","treated","MAG","MAG15","FRANCE","7","F66009",42.58826667,2.78495,"A17_2","7",1
"851","15","A17","2",NA,0.3,1,NA,4.5,2,9,0.99,0.04,0.01,"B2","1","treated","MAG","MAG15","FRANCE","7","F66009",42.58826667,2.78495,"A17_2","7",1
"1447","15","A17","2",39.7,4.3,3,44.1,14.3,5,25,0.67,0.1,0.07,"A13","7","treated","MAG","MAG15","FRANCE","7","F66009",42.58826667,2.78495,"A17_2","7",1
"991","16","A17","2",NA,1.5,3,48,6,5,15,0.7,0.04,0.01,"C4","1","treated","MAG","MAG16","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"993","16","A17","2",44.3,2.1,3,43.2,7.8,7,36,0.76,0.15,0.05,"C4","3","treated","MAG","MAG16","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"1123","16","A17","2",NA,0.6,3,45.3,7,7,8,1.575,0.08,0.02,"D5","3","treated","MAG","MAG16","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"771","17","A17","2",NA,1.5,3,45.6,7.5,4,15,0.73,0.13,0.01,"A6","1","treated","MAG","MAG17","FRANCE","5","F20089",42.82301667,2.9269,"A17_2","5",1
"1187","17","A17","2",46.1,2,4,51.3,8,8,32,1.24,0.12,0.03,"D11","7","treated","MAG","MAG17","FRANCE","5","F20089",42.82301667,2.9269,"A17_2","5",1
"1311","17","A17","2",NA,2.1,3,36.6,6.8,6,11,0.96,0.04,0.01,"E12","1","treated","MAG","MAG17","FRANCE","5","F20089",42.82301667,2.9269,"A17_2","5",1
"745","18","A17","2",NA,3.2,4,50.7,6.9,5,13,0.08,0.11,0.01,"A3","5","treated","MAG","MAG18","FRANCE","7","F66009",42.58826667,2.78495,"A17_2","7",1
"1234","18","A17","2",29.6,4.1,4,46,12.3,11,74,0.9,0.17,0.08,"E4","4","treated","MAG","MAG18","FRANCE","7","F66009",42.58826667,2.78495,"A17_2","7",1
"1251","18","A17","2",37.1,3,3,48.6,9.5,7,50,0.85,0.12,0.04,"E6","1","treated","MAG","MAG18","FRANCE","7","F66009",42.58826667,2.78495,"A17_2","7",1
"869","21","A17","2",NA,1.6,3,40.3,6.1,3,11,1.38,0.06,0.1,"B3","9","treated","MAG","MAG21","SPAIN","8","ESP174",38.41355,-1.014683333,"A17_2","8",1
"1135","21","A17","2",NA,0.9,3,37.7,5.4,4,NA,NA,0.03,0.01,"D6","5","treated","MAG","MAG21","SPAIN","8","ESP174",38.41355,-1.014683333,"A17_2","8",1
"841","24","A17","2",31.1,2.7,4,26,10.7,3,21,0.96,0.21,0.04,"B1","1","treated","MAG","MAG24","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"942","24","A17","2",NA,2.1,2,35.1,6,3,14,2.59,0.06,0.01,"B11","2","treated","MAG","MAG24","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"1440","24","A17","2",46.1,3.8,3,53.1,11.8,10,12,0.91,0.11,0.03,"F12","10","treated","MAG","MAG24","FRANCE","4","F20089",43.12226667,3.096033333,"A17_2","4",1
"1115","26","A17","2",NA,0.9,3,48.1,6.8,6,6,0.43,0.09,0.01,"D4","5","treated","MAG","MAG26","FRANCE","7","F20089",42.5883,2.785,"A17_2","7",1
"1169","26","A17","2",NA,0.8,2,46.5,6.3,6,22,0.7,0.05,0.01,"D9","9","treated","MAG","MAG26","FRANCE","7","F20089",42.5883,2.785,"A17_2","7",1
"1464","26","A17","2",49.2,3.3,3,49.7,10.1,10,42,0.73,0.23,0.07,"E13","4","treated","MAG","MAG26","FRANCE","7","F20089",42.5883,2.785,"A17_2","7",1
"1069","27","A17","2",39.5,2.8,5,58.6,11.3,10,41,0.63,0.15,0.03,"C11","9","treated","MAG","MAG27","FRANCE","4","ESP174",43.12198333,3.095533333,"A17_2","4",1
"1134","27","A17","2",27.3,2,3,45.9,7.2,8,28,0.57,0.11,0.04,"D6","4","treated","MAG","MAG27","FRANCE","4","ESP174",43.12198333,3.095533333,"A17_2","4",1
"1407","27","A17","2",38.3,3.9,4,44.4,15.6,17,52,0.59,0.29,0.14,"F9","7","treated","MAG","MAG27","FRANCE","4","ESP174",43.12198333,3.095533333,"A17_2","4",1
"779","31","A17","2",27.4,3,4,43.8,8.3,4,0,0,0.15,0.01,"A6","9","treated","MAG","MAG31","SPAIN","9","ESP174",36.91083333,-3.477116667,"A17_2","9",1
"874","31","A17","2",NA,2.1,3,51.2,7.1,3,12,0.51,0.1,0.01,"B4","4","treated","MAG","MAG31","SPAIN","9","ESP174",36.91083333,-3.477116667,"A17_2","9",1
"1255","31","A17","2",NA,2.7,3,42.3,8.5,6,41,0.93,0.1,0.04,"E6","5","treated","MAG","MAG31","SPAIN","9","ESP174",36.91083333,-3.477116667,"A17_2","9",1
"980","32","A17","2",30.1,2.3,4,46.9,10,8,12,0.48,0.11,0.01,"C2","10","treated","MAG","MAG32","FRANCE","2","F11005",43.14543333,2.999366667,"A17_2","2",1
"1089","32","A17","2",30.2,1.6,3,46.5,7.2,6,22,1.49,0.1,0.02,"D1","9","treated","MAG","MAG32","FRANCE","2","F11005",43.14543333,2.999366667,"A17_2","2",1
"1278","32","A17","2",NA,1.4,4,37.2,9.3,7,67,0.98,0.14,0.07,"E8","8","treated","MAG","MAG32","FRANCE","2","F11005",43.14543333,2.999366667,"A17_2","2",1
"844","33","A17","2",42.1,3.5,4,35.5,12.7,5,28,2.5,0.24,0.06,"B1","4","treated","MAG","MAG33","SPAIN","8","ESP174",38.4116,-1.015066667,"A17_2","8",1
"910","33","A17","2",23.7,3,4,38.7,10.1,5,28,2.1,0.18,0.06,"B7","10","treated","MAG","MAG33","SPAIN","8","ESP174",38.4116,-1.015066667,"A17_2","8",1
"989","33","A17","2",41.3,2.9,4,42.1,11.8,11,9,0.68,0.27,0.01,"C3","9","treated","MAG","MAG33","SPAIN","8","ESP174",38.4116,-1.015066667,"A17_2","8",1
"796","34","A17","2",NA,1.5,4,42.3,6.4,4,23,0.1,0.11,0.01,"A8","6","treated","MAG","MAG34","FRANCE","3","ESP174",43.12233333,3.076716667,"A17_2","3",1
"1042","34","A17","2",NA,1,3,48.4,7,5,12,0.52,0.08,0.01,"C9","2","treated","MAG","MAG34","FRANCE","3","ESP174",43.12233333,3.076716667,"A17_2","3",1
"1257","34","A17","2",28.3,3.5,4,49,13,10,54,2.45,0.17,0.09,"E6","7","treated","MAG","MAG34","FRANCE","3","ESP174",43.12233333,3.076716667,"A17_2","3",1
"981","35","A17","2",52.4,2.9,3,44.9,15.6,16,29,1.01,0.29,0.08,"C3","1","treated","MAG","MAG35","SPAIN","8","ESP174",38.4116,-1.015066667,"A17_2","8",1
"1179","35","A17","2",24.2,2.8,4,48.8,8.9,9,49,0.99,0.15,0.05,"D10","9","treated","MAG","MAG35","SPAIN","8","ESP174",38.4116,-1.015066667,"A17_2","8",1
"1344","35","A17","2",NA,1.3,2,43.3,6.6,7,17,1.79,0.04,0.02,"F3","4","treated","MAG","MAG35","SPAIN","8","ESP174",38.4116,-1.015066667,"A17_2","8",1
"1114","36","A17","2",NA,1.2,3,44.6,6.8,7,27,1.41,0.1,0.02,"D4","4","treated","MAG","MAG36","FRANCE","5","F66009",42.82301667,2.9269,"A17_2","5",1
"1143","36","A17","2",38.2,3,3,48.1,8,8,38,0.76,0.15,0.07,"D7","3","treated","MAG","MAG36","FRANCE","5","F66009",42.82301667,2.9269,"A17_2","5",1
"760","38","A17","2",37.7,3.7,4,48,11.9,6,75,0.83,0.2,0.06,"A4","10","treated","MAG","MAG38","FRANCE","6","F20089",42.74198333,2.81485,"A17_2","6",1
"922","38","A17","2",42.1,2.6,3,51.8,9.1,5,3,0.6,0.13,0.01,"B9","2","treated","MAG","MAG38","FRANCE","6","F20089",42.74198333,2.81485,"A17_2","6",1
"1361","38","A17","2",38.8,4.4,5,53.9,15,23,13,0.51,0.43,0.06,"F5","1","treated","MAG","MAG38","FRANCE","6","F20089",42.74198333,2.81485,"A17_2","6",1
"1091","39","A17","2",30.8,3.3,3,51.5,10.5,10,34,1.3,0.17,0.06,"D2","1","treated","MAG","MAG39","FRANCE","4","F20089",43.122,3.095283333,"A17_2","4",1
"1348","39","A17","2",NA,1.7,2,41.1,6.5,6,10,1.81,0.06,0.01,"F3","8","treated","MAG","MAG39","FRANCE","4","F20089",43.122,3.095283333,"A17_2","4",1
"1442","39","A17","2",55.9,2.9,5,40.7,11.4,7,51,0.73,0.17,0.1,"A13","2","treated","MAG","MAG39","FRANCE","4","F20089",43.122,3.095283333,"A17_2","4",1
"740","40","A17","2",NA,1,3,38.7,4.1,3,12,0.57,0.05,0.01,"A2","10","treated","MAG","MAG40","FRANCE","3","ESP174",43.12226667,3.077066667,"A17_2","3",1
"936","40","A17","2",NA,1.2,3,40.9,7.4,4,21,0.43,0.06,0.01,"B10","6","treated","MAG","MAG40","FRANCE","3","ESP174",43.12226667,3.077066667,"A17_2","3",1
"1448","40","A17","2",12.6,0.2,1,30.7,2.2,2,11,0.14,0,0.01,"A13","8","treated","MAG","MAG40","FRANCE","3","ESP174",43.12226667,3.077066667,"A17_2","3",1
"1138","41","A17","2",20.9,1.2,3,43.2,6.7,10,16,1.46,0.12,0.03,"D6","8","treated","MAG","MAG41","FRANCE","6","F20089",42.74205,2.814916667,"A17_2","6",1
"1284","41","A17","2",NA,0.5,1,NA,1,2,8,0.325,0.01,0.01,"E9","4","treated","MAG","MAG41","FRANCE","6","F20089",42.74205,2.814916667,"A17_2","6",1
"1338","41","A17","2",29.7,3,4,41.4,14.7,13,20,2.34,0.19,0.06,"F2","8","treated","MAG","MAG41","FRANCE","6","F20089",42.74205,2.814916667,"A17_2","6",1
"899","42","A17","2",NA,1.5,3,44.1,5.3,4,24,0.79,0.03,0.01,"B6","9","treated","MAG","MAG42","FRANCE","6","F20089",42.74205,2.814916667,"A17_2","6",1
"1193","42","A17","2",50.8,4.6,4,52.3,13.2,19,39,0.25,0.26,0.07,"D12","3","treated","MAG","MAG42","FRANCE","6","F20089",42.74205,2.814916667,"A17_2","6",1
"1314","42","A17","2",30.3,4.2,4,50.1,15.1,14,31,0.89,0.16,0.05,"E12","4","treated","MAG","MAG42","FRANCE","6","F20089",42.74205,2.814916667,"A17_2","6",1
"838","43","A17","2",33.9,2.3,3,40.9,7,4,20,1.92,0.06,0.05,"A12","8","treated","MAG","MAG43","FRANCE","4","F20089",43.122,3.095283333,"A17_2","4",1
"957","43","A17","2",NA,1.7,3,39.1,5,3,15,1.73,0.03,0.02,"B12","7","treated","MAG","MAG43","FRANCE","4","F20089",43.122,3.095283333,"A17_2","4",1
"1450","43","A17","2",10.1,0.6,2,50.6,1.1,1,0,0,0,0.01,"A13","10","treated","MAG","MAG43","FRANCE","4","F20089",43.122,3.095283333,"A17_2","4",1
"1057","46","A17","2",31.8,2.9,3,53.5,11.5,13,42,0.49,0.21,0.04,"C10","7","treated","MAG","MAG46","FRANCE","5","F66009",42.82301667,2.9269,"A17_2","5",1
"1113","46","A17","2",NA,0.5,2,35.7,4.7,5,75,0.72,0.03,0.01,"D4","3","treated","MAG","MAG46","FRANCE","5","F66009",42.82301667,2.9269,"A17_2","5",1
"1410","46","A17","2",NA,1.4,3,48.8,8,7,23,0.21,0.07,0.01,"F9","10","treated","MAG","MAG46","FRANCE","5","F66009",42.82301667,2.9269,"A17_2","5",1
"1142","48","A17","2",33.3,3.1,3,54.8,10,14,58,0.69,0.21,0.13,"D7","2","treated","MAG","MAG48","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"1236","48","A17","2",NA,1.1,3,46.6,12,10,37,1.93,0.17,NA,"E4","6","treated","MAG","MAG48","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"1363","48","A17","2",52.4,3.6,4,55.4,13.2,13,23,1.17,0.27,0.06,"F5","3","treated","MAG","MAG48","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"820","53","A17","2",20.6,2.8,4,46.1,23.6,4,14,1.42,0.09,0.01,"A10","10","treated","MAG","MAG53","FRANCE","6","F20089",42.74198333,2.81485,"A17_2","6",1
"1444","53","A17","2",17.9,0.8,2,36.8,2.8,2,8,0.825,0.01,0.01,"A13","4","treated","MAG","MAG53","FRANCE","6","F20089",42.74198333,2.81485,"A17_2","6",1
"1456","53","A17","2",44.6,4.5,4,32.2,14.4,4,28,0.44,0.08,0.01,"B13","6","treated","MAG","MAG53","FRANCE","6","F20089",42.74198333,2.81485,"A17_2","6",1
"808","54","A17","2",27.6,2.6,3,54.1,8.1,4,14,0.68,0.13,0.01,"A9","8","treated","MAG","MAG54","FRANCE","7","F20089",42.5883,2.785,"A17_2","7",1
"1100","54","A17","2",NA,0.6,2,NA,3.4,5,0,0,0.02,0.01,"D2","10","treated","MAG","MAG54","FRANCE","7","F20089",42.5883,2.785,"A17_2","7",1
"1269","54","A17","2",NA,2.4,3,46.8,8,7,27,1.55,0.15,0.03,"E7","9","treated","MAG","MAG54","FRANCE","7","F20089",42.5883,2.785,"A17_2","7",1
"774","57","A17","2",49.6,4,4,40.2,15.1,7,26,0.78,0.32,0.02,"A6","4","treated","MAG","MAG57","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"795","57","A17","2",NA,1.3,3,40,6.6,6,8,0.9375,0.14,0.01,"A8","5","treated","MAG","MAG57","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"852","57","A17","2",31.3,3.1,4,50.7,10.5,7,28,1.74,0.24,0.06,"B2","2","treated","MAG","MAG57","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"732","59","A17","2",NA,0.7,3,38.9,6,3,1,0.3,0.07,0.04,"A2","2","treated","MAG","MAG59","FRANCE","4","ESP174",43.122,3.095283333,"A17_2","4",1
"787","59","A17","2",40.7,3.2,4,53.3,6.2,4,26,0.64,0.25,0.02,"A7","7","treated","MAG","MAG59","FRANCE","4","ESP174",43.122,3.095283333,"A17_2","4",1
"806","59","A17","2",39.3,3.5,5,43.3,13.3,9,32,0.59,0.22,0.07,"A9","6","treated","MAG","MAG59","FRANCE","4","ESP174",43.122,3.095283333,"A17_2","4",1
"895","62","A17","2",53.9,3.3,3,56.3,9.6,5,26,0,0.15,0.05,"B6","5","treated","MAG","MAG62","FRANCE","4","F20089",43.122,3.095283333,"A17_2","4",1
"1039","62","A17","2",35.4,4.1,4,58.2,8,11,25,0,0.11,0.02,"C8","9","treated","MAG","MAG62","FRANCE","4","F20089",43.122,3.095283333,"A17_2","4",1
"1177","62","A17","2",47.4,3.9,5,59.1,21,26,25,0,0.28,0.11,"D10","7","treated","MAG","MAG62","FRANCE","4","F20089",43.122,3.095283333,"A17_2","4",1
"913","65","A17","2",NA,1.8,4,49.2,9.1,4,54,0.91,0.11,0.05,"B8","3","treated","MAG","MAG65","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"1419","65","A17","2",NA,1.6,3,33.4,5,6,NA,0,0.04,0.01,"F10","9","treated","MAG","MAG65","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"1462","65","A17","2",56.4,4.8,6,47.2,17.5,20,75,0.67,0.45,0.11,"E13","2","treated","MAG","MAG65","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"778","66","A17","2",40.4,4.2,6,52.6,11.7,6,47,1.03,0.34,0.11,"A6","8","treated","MAG","MAG66","SPAIN","8","F20050",38.41155,-1.0165,"A17_2","8",1
"1068","66","A17","2",49.1,3.8,5,45.3,18,19,45,1.29,0.32,0.07,"C11","8","treated","MAG","MAG66","SPAIN","8","F20050",38.41155,-1.0165,"A17_2","8",1
"1191","66","A17","2",39.9,5.3,6,55.3,22,41,59,0.12,0.5,0.11,"D12","1","treated","MAG","MAG66","SPAIN","8","F20050",38.41155,-1.0165,"A17_2","8",1
"770","67","A17","2",48.6,3.6,6,52,10.5,6,26,0.8,0.36,0.08,"A5","10","treated","MAG","MAG67","FRANCE","4","F20089",43.12198333,3.095533333,"A17_2","4",1
"986","67","A17","2",58.5,3.5,5,46.9,9.5,22,36,1.84,0.36,0.14,"C3","6","treated","MAG","MAG67","FRANCE","4","F20089",43.12198333,3.095533333,"A17_2","4",1
"1085","67","A17","2",29.9,1.6,3,51,5.8,18,48,1.14,0.11,0.04,"D1","5","treated","MAG","MAG67","FRANCE","4","F20089",43.12198333,3.095533333,"A17_2","4",1
"739","69","A17","2",39.4,3.9,4,34,16.9,13,76,1.57,0.37,0.14,"A2","9","treated","MAG","MAG69","FRANCE","3","F11005",43.12233333,3.076716667,"A17_2","3",1
"885","69","A17","2",38.8,3.1,5,48.6,9.4,10,10,0.2,0.34,0.04,"B5","5","treated","MAG","MAG69","FRANCE","3","F11005",43.12233333,3.076716667,"A17_2","3",1
"1281","69","A17","2",52,6.3,7,54,23,38,82,1.46,0.72,0.27,"E9","1","treated","MAG","MAG69","FRANCE","3","F11005",43.12233333,3.076716667,"A17_2","3",1
"1160","71","A17","2",49.3,3.4,5,52.8,15.5,23,15,0.66,0.3,0.12,"D8","10","treated","MAG","MAG71","FRANCE","5","F20089",42.82301667,2.927316667,"A17_2","5",1
"1328","71","A17","2",36.3,6.4,6,54.3,23,23,51,0.87,0.35,0.16,"F1","8","treated","MAG","MAG71","FRANCE","5","F20089",42.82301667,2.927316667,"A17_2","5",1
"1037","72","A17","2",12.9,1.5,3,49.1,7,9,46,0.69,0.12,0.11,"C8","7","treated","MAG","MAG72","FRANCE","6","F66009",42.74198333,2.81485,"A17_2","6",1
"1248","72","A17","2",44.1,3.5,4,49.1,13.4,19,60,1.01,0.38,0.16,"E5","8","treated","MAG","MAG72","FRANCE","6","F66009",42.74198333,2.81485,"A17_2","6",1
"1315","72","A17","2",47.1,4,5,52.2,13.2,19,28,0.92,0.28,0.12,"E12","5","treated","MAG","MAG72","FRANCE","6","F66009",42.74198333,2.81485,"A17_2","6",1
"843","73","A17","2",41,4.9,5,36.4,18.5,6,31,0.97,0.28,0.02,"B1","3","treated","MAG","MAG73","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"846","73","A17","2",48.1,4.8,5,44.8,17.1,8,72,0.62,0.39,0.12,"B1","6","treated","MAG","MAG73","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"1108","73","A17","2",34.5,3.8,5,54.7,12,24,79,1.63,0.4,0.15,"D3","8","treated","MAG","MAG73","FRANCE","4","ESP174",43.12226667,3.096033333,"A17_2","4",1
"1021","78","A17","2",27,4.4,5,43.2,12.5,24,84,1.34,0.42,0.23,"C7","1","treated","MAG","MAG78","FRANCE","7","F20089",42.58948333,2.784833333,"A17_2","7",1
"1263","78","A17","2",32.1,1.9,3,46.7,7,8,52,1.32,0.13,0.08,"E7","3","treated","MAG","MAG78","FRANCE","7","F20089",42.58948333,2.784833333,"A17_2","7",1
"1322","78","A17","2",40.7,4,4,48.1,18.2,13,33,0.7,0.17,0.07,"F1","2","treated","MAG","MAG78","FRANCE","7","F20089",42.58948333,2.784833333,"A17_2","7",1
"756","79","A17","2",50.1,4.4,6,37.9,13.4,10,31,1.66,0.52,0.15,"A4","6","treated","MAG","MAG79","SPAIN","8","F20050",38.41155,-1.0165,"A17_2","8",1
